P0,P1,P2,func0,func1,func2,func3,func4
-20.0,-5.0,25.0,0.412402033806,0.263302654028,0.364906877279,0.363513410091,0.387557387352
-15.0,-10.0,20.0,0.442653208971,0.275524348021,0.368364661932,0.38211119175,0.407519817352
-15.0,-10.0,25.0,0.42048189044,0.257310032845,0.364018291235,0.363163173199,0.391002833843
-15.0,-5.0,20.0,0.434242576361,0.279894948006,0.378392457962,0.382251113653,0.406386256218
-15.0,-5.0,25.0,0.399025112391,0.278290420771,0.347742646933,0.364742577076,0.376973837614
-20.0,-10.0,30.0,0.441536903381,0.27969405055,0.397356957197,0.386644363403,0.416012734175
-20.0,-10.0,35.0,0.448246389627,0.309253185987,0.4254732728,0.407681852579,0.432072669268
-20.0,-5.0,30.0,0.410459756851,0.282401263714,0.381475001574,0.374579012394,0.393901526928
-20.0,-5.0,35.0,0.427344411612,0.303646802902,0.392155736685,0.393436014652,0.409705877304
-15.0,-10.0,30.0,0.427388399839,0.281071901321,0.382913559675,0.380654960871,0.403942376375
-15.0,-10.0,35.0,0.453823536634,0.31527903676,0.408711731434,0.411557286978,0.431425035
-15.0,-5.0,30.0,0.397654473782,0.31112498045,0.3605645895,0.382066190243,0.384178757668
-15.0,-5.0,35.0,0.4227655828,0.331375837326,0.377641260624,0.404133170843,0.406397283077
-10.0,-15.0,0.0,0.456403017044,0.18923714757,0.431241124868,0.338023871183,0.417437195778
-10.0,-15.0,5.0,0.484152555466,0.237241610885,0.443678379059,0.380653083324,0.44605717063
-5.0,-15.0,0.0,0.431877493858,0.17394977808,0.406387805939,0.317324280739,0.393814116716
-5.0,-15.0,5.0,0.470179438591,0.231491729617,0.41807538271,0.370143860579,0.430068969727
-10.0,-15.0,10.0,0.461406797171,0.230984032154,0.409162133932,0.366074115038,0.422579169273
-10.0,-15.0,15.0,0.465128332376,0.260729044676,0.36762675643,0.381863534451,0.41746032238
-5.0,-15.0,10.0,0.464531928301,0.260337918997,0.400656461716,0.384415656328,0.426973670721
-5.0,-15.0,15.0,0.453990131617,0.27410826087,0.37494379282,0.386176675558,0.415634185076
-10.0,-15.0,20.0,0.442144304514,0.267658233643,0.352698683739,0.376031428576,0.401272147894
-10.0,-15.0,25.0,0.431649982929,0.289213746786,0.361394584179,0.384670466185,0.401174634695
-5.0,-15.0,20.0,0.434035748243,0.294988870621,0.369493156672,0.389442235231,0.405765473843
-5.0,-15.0,25.0,0.413159519434,0.294227778912,0.364883422852,0.380326896906,0.392316579819
-10.0,-15.0,30.0,0.417581886053,0.300094842911,0.37043389678,0.38565659523,0.397281825542
-10.0,-15.0,35.0,0.414386689663,0.300108253956,0.39206251502,0.386361002922,0.401596605778
